id,native_text,target_text,cefr_level,is_public,collection_id,unit_type,structure,function,grammar_points
2372,Tỷ lệ thất nghiệp đã tăng lên 5%.,The unemployment rate went up to 5%.,Sơ cấp (A2),True,939,sentence,simple,declarative,past_simple|noun_phrase|verb_phrase|prepositional_phrase|determiner|noun|verb|preposition
2373,Tỷ lệ thất nghiệp hiện nay là bao nhiêu?,What is the unemployment rate at the moment?,Sơ cấp (A2),True,939,sentence,simple,interrogative,question_form|present_simple|noun_phrase|prepositional_phrase
2374,Không công bằng.,Unfair.,Vỡ lòng (A1),True,940,word,,,adjective
2375,Cuộc sống vốn không công bằng.,Life is unfair.,Vỡ lòng (A1),True,940,sentence,simple,declarative,present_simple|noun|verb|adjective
2376,Đó là một kỳ thi không công bằng.,It was an unfair exam.,Vỡ lòng (A1),True,940,sentence,simple,declarative,past_simple|pronoun|verb|determiner|adjective|noun|noun_phrase
2377,Không may.,Unfortunate.,Sơ cấp (A2),True,941,word,,,adjective
2378,Đó là một tai nạn rất đáng tiếc.,It was a very unfortunate accident.,Sơ cấp (A2),True,941,sentence,simple,declarative,past_simple|pronoun|verb|determiner|adverb|adjective|noun|noun_phrase
2379,Tôi thành thật chia buồn với những người bất hạnh này.,I sincerely sympathize with these unfortunate people.,Sơ cấp (A2),True,941,sentence,simple,declarative,present_simple|pronoun|verb|adverb|prepositional_phrase|noun_phrase
2380,Sự bất hạnh.,Unhappiness.,Sơ cấp (A2),True,942,word,,,noun
2381,Cô ấy đổ lỗi cho cha mẹ về những bất hạnh của mình.,She blamed her unhappiness on her parents.,Sơ cấp (A2),True,942,sentence,simple,declarative,past_simple|pronoun|verb|noun|determiner|preposition|noun_phrase|prepositional_phrase
2382,Cô ấy đã ly dị anh ta sau nhiều năm bất hạnh.,She divorced him after many years of unhappiness.,Trung cấp (B1),True,942,sentence,simple,declarative,past_simple|pronoun|prepositional_phrase|verb|noun|preposition
2383,Không tử tế.,Unkind.,Sơ cấp (A2),True,943,word,,,adjective
2384,Anh ta đối xử không tốt với tôi.,He was unkind to me.,Sơ cấp (A2),True,943,sentence,simple,declarative,past_simple|pronoun|verb|adjective|preposition|prepositional_phrase
2385,Sao bạn có thể đối xử tàn nhẫn như vậy?,How could you be so unkind?,Vỡ lòng (A1),True,943,sentence,simple,interrogative,modal|question_form|adjective|adverb|pronoun|verb
2386,Trừ khi.,Unless.,Sơ cấp (A2),True,944,word,,,conjunction
2387,Tôi sẽ không ra ngoài trừ khi trời tạnh mưa.,I won't go out unless it stops raining.,Sơ cấp (A2),True,944,sentence,complex,declarative,future_will|negation|conditional|conjunction
2388,Bạn không cần phải đến bữa tiệc trừ khi bạn muốn.,You don't have to go to the party unless you want to.,Vỡ lòng (A1),True,944,sentence,complex,declarative,present_simple|negation|modal|conditional|conjunction
2389,Không giống nhau.,Unlike.,Sơ cấp (A2),True,945,word,,,preposition
2390,Cô ấy khác hẳn với bất kỳ ai tôi từng gặp.,She's unlike anyone I've ever met.,Sơ cấp (A2),True,945,sentence,complex,declarative,present_simple|pronoun|verb|adjective|relative_clause
2391,"Khác với anh trai tôi, tôi không biết bơi.","Unlike my brother, I cannot swim.",Sơ cấp (A2),True,945,sentence,simple,declarative,present_simple|modal|negation|prepositional_phrase|pronoun|verb|preposition|noun|determiner
2392,Không chắc lắm.,Unlikely.,Sơ cấp (A2),True,946,word,,,adjective
2393,Khả năng anh ta bị sa thải là rất thấp.,It's unlikely that he will be fired.,Sơ cấp (A2),True,946,sentence,complex,declarative,present_simple|passive|pronoun|adjective|conjunction
2394,Lời giải thích đó khó có thể đúng.,That explanation is unlikely to be true.,Sơ cấp (A2),True,946,sentence,simple,declarative,present_simple|negation|noun_phrase|adjective|verb|determiner|noun
2395,Không may.,Unlucky.,Sơ cấp (A2),True,947,word,,,adjective
2396,Anh ấy không may mắn trong chuyện tình cảm.,He's been unlucky in love.,Sơ cấp (A2),True,947,sentence,simple,declarative,present_perfect|pronoun|verb|adjective|prepositional_phrase
2397,Bạn có tin rằng số mười ba là số không may mắn không?,Do you believe thirteen is an unlucky number?,Sơ cấp (A2),True,947,sentence,simple,interrogative,present_simple|question_form|pronoun|verb|noun|adjective
2398,Khó chịu.,Unpleasant.,Sơ cấp (A2),True,948,word,,,adjective
2399,Thời tiết thật khó chịu.,The weather is so unpleasant.,Vỡ lòng (A1),True,948,sentence,simple,declarative,present_simple|noun_phrase|verb|adjective|adverb
2400,Trong phòng có một mùi khó chịu.,There was an unpleasant smell in the room.,Sơ cấp (A2),True,948,sentence,simple,declarative,past_simple|noun|verb|adjective|preposition|determiner|noun_phrase|prepositional_phrase
2401,Không hợp lý.,Unreasonable.,Sơ cấp (A2),True,949,word,,,adjective
2402,Những yêu cầu của bạn thật vô lý.,Your demands are unreasonable.,Sơ cấp (A2),True,949,sentence,simple,declarative,present_simple|noun_phrase|determiner|noun|verb|adjective
2403,Việc yêu cầu anh ấy làm việc mỗi cuối tuần là điều không hợp lý.,It's unreasonable to expect him to work every weekend.,Sơ cấp (A2),True,949,sentence,simple,declarative,present_simple|pronoun|adjective|verb|determiner|noun_phrase
2404,Không thành công.,Unsuccessful.,Sơ cấp (A2),True,950,word,,,adjective
2405,Kế hoạch của tôi đã thất bại.,My plan was unsuccessful.,Sơ cấp (A2),True,950,sentence,simple,declarative,past_simple|noun_phrase|adjective|determiner|noun|verb
2406,Đằng sau mỗi người đàn ông thành công đều có rất nhiều năm tháng thất bại.,"Behind every successful man, there's a lot of unsuccessful years.",Trung cấp (B1),True,950,sentence,simple,declarative,present_simple|preposition|determiner|adjective|noun|verb|prepositional_phrase|noun_phrase
2407,Trên.,Upon.,Sơ cấp (A2),True,951,word,,,preposition
2408,Bạn có thể tin tưởng vào anh ấy.,You can rely upon him.,Sơ cấp (A2),True,951,sentence,simple,declarative,modal
2409,Tốt hơn hết là bạn nên làm theo lời khuyên của anh ấy.,You'd better act upon his advice.,Sơ cấp (A2),True,951,sentence,simple,declarative,modal|pronoun|verb|preposition|determiner|noun|verb_phrase|noun_phrase
2410,Đô thị.,Urban.,Sơ cấp (A2),True,952,word,,,adjective
2411,Cuối cùng thì tôi cũng đã quen với cuộc sống thành thị.,I finally got used to urban life.,Sơ cấp (A2),True,952,sentence,simple,declarative,past_simple|pronoun|adverb|prepositional_phrase
2412,Ngày càng có nhiều người chuyển đến sinh sống tại các khu vực đô thị.,More and more people are moving to urban areas.,Sơ cấp (A2),True,952,sentence,simple,declarative,present_continuous|noun_phrase|verb_phrase|prepositional_phrase|comparison
2413,Rau quả.,Vegetable.,Sơ cấp (A2),True,953,word,,,noun
2414,Bạn thích loại rau nào nhất?,What's your favorite vegetable?,Vỡ lòng (A1),True,953,sentence,simple,interrogative,present_simple|question_form|pronoun|verb|determiner|adjective|noun
2415,Chúng tôi có một khu vườn rau nhỏ.,We have a small vegetable garden.,Vỡ lòng (A1),True,953,sentence,simple,declarative,present_simple|pronoun|verb|determiner|adjective|noun|noun_phrase
2416,Phương tiện giao thông.,Vehicle.,Vỡ lòng (A1),True,954,word,,,noun
2417,Chiếc xe đó không thuộc sở hữu của anh ta.,The vehicle did not belong to him.,Sơ cấp (A2),True,954,sentence,simple,declarative,past_simple|negation|noun_phrase|verb|prepositional_phrase|pronoun
2418,Anh ấy có thể lái hầu hết mọi loại xe.,He can drive almost any kind of vehicle.,Sơ cấp (A2),True,954,sentence,simple,declarative,modal|pronoun|verb|adverb|determiner|noun|preposition|noun_phrase|verb_phrase
2419,Phiên bản.,Version.,Vỡ lòng (A1),True,955,word,,,noun
2420,Phần mềm của bạn không phải là phiên bản mới nhất.,Your software is not the latest version.,Sơ cấp (A2),True,955,sentence,simple,declarative,present_simple|negation|comparison
2421,Tôi đã nghe phiên bản tiếng Pháp của bài hát này.,I've heard the French version of this song.,Vỡ lòng (A1),True,955,sentence,simple,declarative,present_perfect|pronoun|verb|determiner|adjective|noun|preposition|noun_phrase|prepositional_phrase
2422,Thẳng đứng.,Vertical.,Sơ cấp (A2),True,956,word,,,adjective
2423,Vách đá gần như thẳng đứng.,The cliff is almost vertical.,Sơ cấp (A2),True,956,sentence,simple,declarative,present_simple|determiner|noun|verb|adverb|adjective|noun_phrase|adjective_phrase
2424,Anh ấy vẽ một vài đường thẳng đứng trên tờ giấy.,He drew some vertical lines on the paper.,Sơ cấp (A2),True,956,sentence,simple,declarative,past_simple|pronoun|verb|determiner|adjective|noun|preposition|noun_phrase|prepositional_phrase
2425,Băng hình.,Video.,Vỡ lòng (A1),True,957,word,,,noun
2426,Video này nhàm chán quá.,This video is boring.,Vỡ lòng (A1),True,957,sentence,simple,declarative,present_simple|determiner|noun|verb|adjective|noun_phrase
2427,Bạn có thích chơi trò chơi điện tử không?,Do you like playing video games?,Vỡ lòng (A1),True,957,sentence,simple,interrogative,present_simple|question_form|verb|pronoun|noun_phrase
2428,Một cách dữ dội.,Violently.,Vỡ lòng (A1),True,958,word,,,adverb
2429,Anh ta đá mạnh vào thùng rác.,He violently kicked the garbage can.,Vỡ lòng (A1),True,958,sentence,simple,declarative,past_simple|pronoun|adverb|verb|determiner|noun|noun_phrase
2430,Ông ta kịch liệt phản đối đề xuất này.,He is violently opposed to the proposal.,Sơ cấp (A2),True,958,sentence,simple,declarative,present_simple|passive|pronoun|adverb|adjective|prepositional_phrase
2431,Hầu như vậy.,Virtually.,Sơ cấp (A2),True,959,word,,,adverb
2432,Điều đó gần như không thể.,It's virtually impossible.,Vỡ lòng (A1),True,959,sentence,simple,declarative,present_simple|pronoun|verb|adverb|adjective
2433,Tôi nhớ gần như tất cả những gì ông ấy nói.,I remember virtually everything he said.,Vỡ lòng (A1),True,959,sentence,complex,declarative,present_simple|pronoun|verb|adverb|relative_clause
2434,Vi-rút.,Virus.,Vỡ lòng (A1),True,960,word,,,noun
2435,Có vẻ như máy tính đã bị nhiễm virus.,It seems that the computer was infected by a virus.,Sơ cấp (A2),True,960,sentence,complex,declarative,present_simple|passive|conjunction
2436,Có vẻ như máy tính của bạn đã bị nhiễm virus.,It seems that your computer was infected by a virus.,Sơ cấp (A2),True,960,sentence,complex,declarative,present_simple|passive
2437,Dễ thấy.,Visible.,Sơ cấp (A2),True,961,word,,,adjective
2438,Điều đó hoàn toàn có thể nhìn thấy được.,It's completely visible.,Vỡ lòng (A1),True,961,sentence,simple,declarative,present_simple|pronoun|adverb|adjective|verb|adjective_phrase
2439,Không có mối nguy hiểm nào có thể nhìn thấy được.,There is no visible danger.,Vỡ lòng (A1),True,961,sentence,simple,declarative,present_simple|negation|noun|verb|adjective|determiner|noun_phrase
2440,Tầm nhìn.,Vision.,Vỡ lòng (A1),True,962,word,,,noun
2441,Tôi sẽ kiểm tra thị lực của bạn.,I'll check your vision.,Vỡ lòng (A1),True,962,sentence,simple,declarative,future_will|pronoun|verb|determiner|noun|noun_phrase|verb_phrase
2442,Chúng ta cần một nhà lãnh đạo có tầm nhìn và kinh nghiệm.,We need a leader with vision and experience.,Sơ cấp (A2),True,962,sentence,simple,declarative,present_simple|pronoun|verb|determiner|noun|preposition|conjunction|noun_phrase|prepositional_phrase
2443,Thiết yếu.,Vital.,Sơ cấp (A2),True,963,word,,,adjective
2444,Tập thể dục thường xuyên rất quan trọng đối với sức khỏe của bạn.,Regular exercise is vital for your health.,Sơ cấp (A2),True,963,sentence,simple,declarative,present_simple|noun|adjective|preposition|determiner|noun_phrase|prepositional_phrase
2445,Việc tuân thủ tất cả các quy trình an toàn là vô cùng quan trọng.,It is vital that you follow all safety procedures.,Sơ cấp (A2),True,963,sentence,complex,declarative,present_simple|conjunction|adjective
2446,Âm lượng.,Volume.,Sơ cấp (A2),True,964,word,,,noun
2447,Bạn có thể giảm âm lượng xuống được không?,Can you turn the volume down?,Vỡ lòng (A1),True,964,sentence,simple,interrogative,modal|question_form|pronoun|verb_phrase|determiner|noun
2448,"Đài phát thanh to quá, hãy giảm âm lượng xuống.","The radio is too loud, turn the volume down.",Vỡ lòng (A1),True,964,sentence,compound,imperative,present_simple|verb|noun|adjective|adverb|determiner|noun_phrase|verb_phrase|conjunction
2449,Bỏ phiếu.,Vote.,Vỡ lòng (A1),True,965,word,,,verb
2450,Tôi không tham gia bỏ phiếu trong cuộc bầu cử vừa qua.,I didn't vote in the last election.,Sơ cấp (A2),True,965,sentence,simple,declarative,past_simple|negation|pronoun|verb|preposition|determiner|adjective|noun
2451,Bạn thực sự muốn bỏ phiếu cho ông ta sao?,Do you really want to vote for him?,Sơ cấp (A2),True,965,sentence,simple,interrogative,question_form|present_simple|pronoun|verb|adverb|preposition
2452,Sự ấm áp.,Warmth.,Vỡ lòng (A1),True,966,word,,,noun
2453,Mặt trời mang lại cho chúng ta hơi ấm và ánh sáng.,The sun gives us warmth and light.,Sơ cấp (A2),True,966,sentence,simple,declarative,present_simple|noun_phrase|verb_phrase|noun|verb|pronoun|conjunction|determiner
2454,Tôi vẫn nhớ hơi ấm từ đôi bàn tay bà.,I can remember the warmth of her hands.,Vỡ lòng (A1),True,966,sentence,simple,declarative,pronoun|modal|verb|noun_phrase|prepositional_phrase
2455,Cảnh báo,Warn.,Vỡ lòng (A1),True,967,word,,,verb
2456,Sao bạn không báo trước cho tôi?,Why didn't you warn me?,Vỡ lòng (A1),True,967,sentence,simple,interrogative,past_simple|negation|question_form|pronoun|verb
2457,Đừng nói là tôi không cảnh báo trước nhé.,Don't say I didn't warn you.,Sơ cấp (A2),True,967,sentence,complex,imperative,negation|past_simple|pronoun|verb|noun_phrase|verb_phrase|present_simple
2458,Phương Tây.,Western.,Sơ cấp (A2),True,968,word,,,adjective
2459,Pháp nằm ở Tây Âu.,France is in Western Europe.,Sơ cấp (A2),True,968,sentence,simple,declarative,present_simple|noun|verb|preposition|adjective|noun_phrase|prepositional_phrase
2460,Họ đến từ miền tây nước Mỹ.,They are from the western United States.,Sơ cấp (A2),True,968,sentence,simple,declarative,present_simple|pronoun|prepositional_phrase|adjective|noun
2461,Bánh xe.,Wheel.,Vỡ lòng (A1),True,969,word,,,noun
2462,Tôi sẽ cầm lái.,I will take the wheel.,Vỡ lòng (A1),True,969,sentence,simple,declarative,future_will|pronoun|verb_phrase|noun_phrase|determiner|noun
2463,Bạn không cần phải phát minh lại cái bánh xe.,You don't need to reinvent the wheel.,Sơ cấp (A2),True,969,sentence,simple,declarative,present_simple|negation|pronoun|verb|determiner|noun|verb_phrase
2464,Chiều rộng.,Width.,Sơ cấp (A2),True,970,word,,,noun
